Ordre de travail;Staut Ordre de travail;Service;Description;Equipment;Nom Equipement;date enregistrement;Noeud Parent;Nom_parent;Classification Equipement;Date début;Date Fin;Modèle OT;Type OT 
OT334016;en cours d'exécution;méc2;reglage lame pres decoupe suite defaut decoupe;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;06/10/2020;06/10/2020;;correctif non planifié
OT334017;en cours d'exécution;méc2;reglage contre électrode ;;;;;;;;;;
OT334018;en cours d'exécution;méc2;reglage temperature boitte chauffe;;;;;;;;;;
OT334019;en cours d'exécution;méc2;changement maille suite probleme chaine;PFS101;Mimasa 1 (L-300 série 446);;PFS1;Suremballage;Mec;06/10/2020;06/10/2020;;correctif planifié
OT334021;en cours d'exécution;élec1;reparation defaut capteur bac retour nep suite defaut retour solution nep;PFC102;ERCA 2 (EF320L série 34407);;PFC1;conditionnement 1;Mec;07/10/2020;07/10/2020;;correctif planifié
OT334022;en cours d'exécution;méc1;nettoyage électrode soudure suite mauvaise soudure;PFC102;ERCA 2 (EF320L série 34407);;PFC1;conditionnement 1;Mec;06/10/2020;06/10/2020;;correctif non planifié
OT334023;en cours d'exécution;élec1;reglage spot et changement contact auxiliare suite defaut lecteure spot decor;PFC103;ERCA 3 (EF320L série 37212);;PFC1;conditionnement 1;Mec;06/10/2020;06/10/2020;;correctif non planifié
OT334024;en cours d'exécution;méc1;nettoyage magasin decor ;;;;;;;;;;
OT334025;en cours d'exécution;méc1;reparation defaut perçage ;PFC101;ERCA 1 (EF320L série 39306);;PFC1;conditionnement 1;Mec;06/10/2020;06/10/2020;;correctif non planifié
OT334027;en cours d'exécution;élec1;reparation perturbation temperature suite defaut temperature entrée écremeuse ;PFP10403;Vanne Modulante;;PFP104;Pasto 8 (Pasto lait 2);;06/10/2020;06/10/2020;;correctif planifié
OT334028;en cours d'exécution;prod;changement filtre formage;PFC205;ERCA Pate Fraiche (MF7 série 29413);;PFC2;Conditionnement 2;;06/10/2020;06/10/2020;;correctif planifié
OT334029;en cours d'exécution;Etm1;Probleme visibilité au niveau doseur arôme et presse decoupe, plexi glace à changé;;;;;;;;;;
OT334030;en cours d'exécution;Etm1;Porte armoire solvant et encre videojet démonté ;;;;;;;;;;
OT334031;clôturé;Etm1;A changé emplacement des boutons poussoire ligne de vidange côté bac retour NEP;;;;;;;;;;
OT334044;en cours d'exécution;MECANIQUE;Remplissage bague d'huile;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;06/10/2020;06/10/2020;;correctif planifié
OT334045;en cours d'exécution;Etm2;"Point soudure au niveau échangeur pasto 6 ""entre la pompe lavage chambreur et la vanne break lavage chambreur";;;;;;;;;;
OT334046;en cours d'exécution;Etm2;Gaine textile au dessus CP1 est détaché;;;;;;;;;;
OT334047;en cours d'exécution;Etm2;Fuite vapeur au niveau bride vanne vapeur principal ;;;;;;;;;;
OT334048;en cours d'exécution;Etm2;Fuite vapeur au niveau bride réchauffeur soude 2;;;;;;;;;;
OT334049;en cours d'exécution;Etm2;Climatiseur salle physiquo en panne;;;;;;;;;;
OT334058;en cours d'exécution;ELECTRIQUE;réparation;ULPRPH0602;CHARIOT PORTE BOBINE ELECTRIQUE;;ULPRPH06;DIVERS UHT;Elec;05/10/2020;05/10/2020;;correctif planifié
OT334059;en cours d'exécution;MECANIQUE;changement roue contre pression;ULPRPH0205;TBA/8;;ULPRPH02;UHT B;Mec;06/10/2020;06/10/2020;;correctif planifié
OT334060;en cours d'exécution;Eté2;Porte rideau côté mimasa non fonctionnelle;;;;;;;;;;
OT334061;en cours d'exécution;méc2;changement vis + joint dereglage lame decoupe;;;;;;;;;;
OT334062;en cours d'exécution;méc2*;;PFS101;Mimasa 1 (L-300 série 446);;PFS1;Suremballage;Mec;07/10/2020;07/10/2020;;correctif planifié
OT334063;en cours d'exécution;trait;pile pour climatiseur;PFD002;Divers électrique UPF;;PFD0;Divers;;07/10/2020;07/10/2020;;correctif planifié
OT334074;en cours d'exécution;Etm1;Fuite au niveau vanne retour nep ligne 1 soude 1;;;;;;;;;;
OT334075;en cours d'exécution;Etm1;"Fuite au niveau vanne soutirage cuve soude 1 ligne 5 ""N1S1XV05""";;;;;;;;;;
OT334076;clôturé;Eté1;Fuite d'air au niveau vanne sortie produit pôt ferment (M1T1XV03) au cours d'injection ferment;;;;;;;;;;
OT334077;en cours d'exécution;YASSINE;CHANGEMENT REGULATEUR D'EAU;ULPRPT0502;ECREMEUSE MSE 100 N°1;;ULPRPT05;PASTO LAIT N1;;04/10/2020;04/10/2020;;correctif non planifié
OT334078;en cours d'exécution;MECANIQUE;CHANGEMENT NUT;ULPRPF0201;ELOPAK;;ULPRPF02;LBEN RAIB;Mec;05/10/2020;05/10/2020;;correctif planifié
OT334079;en cours d'exécution;ELECTRIQUE;CHANGEMENT CAPTEUR;ULPRPS0204;REMPLISSEUSE-CAPSULEUSE;;ULPRPS02;BOUTEILLE;;05/10/2020;05/10/2020;;correctif non planifié
OT334089;en cours d'exécution;MECANIQUE;Fixation circuit tableau de pointage;ULPRPH010101;STERELISATEUR;;ULPRPH0101;STEREDIAL;Mec;07/10/2020;07/10/2020;;correctif planifié
OT334090;en cours d'exécution;PROJET;projet récupération eau de réfroidissement des HOMO;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;01/10/2020;31/10/2020;;correctif planifié
OT334091;en cours d'exécution;MECANIQUE;Réparation fuite au niveau axe vanne;ULPRPH0301;STEREDIAL;;ULPRPH03;UHT C;Mec;07/10/2020;07/10/2020;;correctif planifié
OT334093;en cours d'exécution;MECANIQUE;intervention au niveau lave semelle entrée usine lait;ULDIV01;Divers Usine Lait;;ULDIV;DIVERS USINE LAIT;;07/10/2020;07/10/2020;;correctif planifié
OT334094;en cours d'exécution;PRODUCTION;changement joint;ULPRPH0401;STEREDIAL;;ULPRPH04;UHT D;Mec;08/10/2020;08/10/2020;;correctif planifié
OT334098;en cours d'exécution;méc2;changement pas machine suite fuyard au niveau pôt N°7;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;07/10/2020;07/10/2020;;correctif non planifié
OT334099;en cours d'exécution;"élec2""S752XVB04""";"reparation fuite d'air suite defaut vanne ""S752XVB04"" CD2 envoie ligne 4";PFP2030602;CD2;;PFP20306;Cuve Dessert (CD);;08/10/2020;08/10/2020;;correctif non planifié
OT334100;en cours d'exécution;méc2;démontage poulie suite coincement tambour;PFS101;Mimasa 1 (L-300 série 446);;PFS1;Suremballage;Mec;08/10/2020;08/10/2020;;correctif planifié
OT334101;en cours d'exécution;méc1;nettoyage module suite bourrage magasin decor;PFC103;ERCA 3 (EF320L série 37212);;PFC1;conditionnement 1;Mec;07/10/2020;07/10/2020;;correctif non planifié
OT334102;en cours d'exécution;élec1;changement raccord suite probleme verin étirement plastique;PFC103;ERCA 3 (EF320L série 37212);;PFC1;conditionnement 1;Mec;07/10/2020;07/10/2020;;correctif non planifié
OT334103;en cours d'exécution;méc2;débouchage moule suite moule tres chaude;;;;;;;;;;
OT334104;en cours d'exécution;méc2;reglage lame suite probleme pre-decoupe;PFC102;ERCA 2 (EF320L série 34407);;PFC1;conditionnement 1;Mec;07/10/2020;07/10/2020;;correctif non planifié
OT334105;en cours d'exécution;méc1;rearmement defaut limiteur de couple presse;PFC107;Serac B (DmxR12T12/540 série M12-OM24);;PFC1;conditionnement 1;Mec;07/10/2020;07/10/2020;;correctif non planifié
OT334106;en cours d'exécution;élec1;nettoyage tête dominosuite defaut impression ;PFC104;Serac A (DmxR12T12/540 série M06-OF64);;PFC1;conditionnement 1;Mec;07/10/2020;07/10/2020;;correctif non planifié
OT334107;en cours d'exécution;méc1;changement galets conformateur 170g;PFC109;Sleever B (10000853-417);;PFC1;conditionnement 1;Mec;07/10/2020;07/10/2020;;correctif planifié
OT334108;en cours d'exécution;élec1;"etalonnage positionneur vanne by-pass pasto8 ""P801TY01""";PFP10402;Vanne;;PFP104;Pasto 8 (Pasto lait 2);;07/10/2020;07/10/2020;;correctif non planifié
OT334109;en cours d'exécution;élec1;défaut vérin dateur bloqué :;;;;;;;;;;
OT334119;en cours d'exécution;élec2*;changement capteur ;PFC202;Lormos 1 (4005);;PFC2;Conditionnement 2;;08/10/2020;08/10/2020;;correctif non planifié
OT334120;en cours d'exécution;élec1;défaut capteur entré sleever:;;;;;;;;;;
OT334121;en cours d'exécution;Etm1;Flexible d'eau de refroidissement plaque boitte chauffe inferieure (F3310705) côté tirage détaché (Coincement boite de chauffe à chaque démarrage (défromage plastique à chaque démarrage );;;;;;;;;;
OT334122;en cours d'exécution;Etm1;Defaut tirage au cours de production;;;;;;;;;;
OT334123;en cours d'exécution;Etm1;Flexible d'eau de refroidissement contre moule démonté;;;;;;;;;;
OT334124;en cours d'exécution;Etm1;Fuite arôme au niveau pompe arôme;;;;;;;;;;
OT334125;clôturé;Eté1;Flexible d'air décoltage bouchon mal fixéee;;;;;;;;;;
OT334126;en cours d'exécution;Etm2;Bruit au niveau climatiseur box traitement;;;;;;;;;;
OT334127;en cours d'exécution;ENERGETIQUE;CHANGEMENT VANNE D'EAU;ULPRPT0103;NEP AB;;ULPRPT01;NEP;ALIM;02/10/2020;03/10/2020;;correctif planifié
OT334129;initialisé;ELECTRIQUE;CHANGEMENT CAPTEUR;ULPRPS0202;HOMO;;ULPRPS02;BOUTEILLE;Mec;02/10/2020;02/10/2020;;correctif non planifié
OT334130;en cours d'exécution;MECANIQUE;REVISION CLAPET;ULPRPS0202;HOMO;;ULPRPS02;BOUTEILLE;Mec;05/10/2020;05/10/2020;;correctif planifié
OT334131;en cours d'exécution;ELECTRIQUE;Défaut pression faible vanne V102;ULPRPH010102;BAC DE LANCEMENT;;ULPRPH0101;STEREDIAL;Mec;08/10/2020;08/10/2020;;correctif non planifié
OT334132;en cours d'exécution;MECANIQUE;Bourrage UFP;ULPRPH0305;A3/FLEX;;ULPRPH03;UHT C;Mec;08/10/2020;08/10/2020;;correctif non planifié
OT334133;en cours d'exécution;MECANIQUE;Réparation fuite au niveau vanne S/A;ULPRPH0301;STEREDIAL;;ULPRPH03;UHT C;Mec;08/10/2020;08/10/2020;;correctif planifié
OT334135;en cours d'exécution;MECANIQUE;REVISION POMPE DOUSEUSE;ULPRPT06;PASTO LAIT N2;;ULPRPT;TRAITEMENT;Mec;05/10/2020;05/10/2020;;correctif planifié
OT334136;en cours d'exécution;MECANIQUE;CHANGEMENT ROULEMENT;ULPRPF0405;TREPKO;;ULPRPF04;BEURRE;ALIM;04/10/2020;04/10/2020;;correctif planifié
OT334137;en cours d'exécution;MECANIQUE;CHANGEMENT JOINT ET VERIN;ULPRPS0101;EXTRUDEUSE;;ULPRPS01;FABRICATION BOUTEILLE;;04/10/2020;04/10/2020;;correctif planifié
OT334139;en cours d'exécution;FA N°CH-20-FAV07901 (AURES AUTO);BC260809;PAV00392;5287 TU 179;15/09/2020 09:54;PAV003;Voitures;mec;15/09/2020;15/09/2020;;correctif planifié
OT334140;en cours d'exécution;Etm1;Point soudure au niveau raccord tableau envoie ligne 2 NEP 1 coté mure prés vannes égout ;;;;;;;;;;
OT334141;en cours d'exécution;Etm1;point soudure au niveau raccord pompe reprise nettoyage ligne refroidissement ;;;;;;;;;;
OT334142;en cours d'exécution;Etm1;Mauvaise évacuation déchét au niveau guide presse découpe + coincement successive ;;;;;;;;;;
OT334143;en cours d'exécution;Etm1;Mauvaise manipulation du support bobine décor (roue cassé);;;;;;;;;;
OT334145;en cours d'exécution;méc1;problème injection décor pot n°1 / 2 / 3 / 5 / 6 et 7:;;;;;;;;;;
OT334146;en cours d'exécution;extension pasto mix fin 2020;extension pasto mix;;;;;;;;;;
OT334147;en cours d'exécution;élec1;défaut spot opercule ;;;;;;;;;;
OT334148;en cours d'exécution;élec2;reparation defaut applicateur bouchon;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;08/10/2020;08/10/2020;;correctif non planifié
OT334149;en cours d'exécution;méc1;problème fuillard pot n°7:;;;;;;;;;;
OT334149;en cours d'exécution;méc1;problème fuillard pot n°7:;;;;;;;;;;
OT334150;en cours d'exécution;méc2;reglage contre électrode ;;;;;;;;;;
OT334151;en cours d'exécution;élec1;défaut disjontion alimentation général chauffage  + boite infra rouge:;;;;;;;;;;
OT334152;en cours d'exécution;méc1;problème injection décor + écrasement pot :;;;;;;;;;;
OT334153;en cours d'exécution;élec2;acquitement defaut variateur suite defaut agitateur ;PFP20101;Liquiverter;;PFP201;Poudrage 3;;08/10/2020;08/10/2020;;correctif non planifié
OT334155;en cours d'exécution;élec2;dégivrage manuelle et côntrole tous les parametres suite temperature 10°;PFG211;Chambre Froide n1;;PFG2;Atelier Chambre froid;ENERG;08/10/2020;08/10/2020;;correctif planifié
OT334156;en cours d'exécution;méc1;paramètre à changer:;;;;;;;;;;
OT334157;en cours d'exécution;prod;changement 4 joint;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;08/10/2020;08/10/2020;;correctif planifié
OT334158;en cours d'exécution;élec1+équipe STIME;visite équipe STIME de controle et maintenance des onduleurs:;;;;;;;;;;
OT334159;en cours d'exécution;Etm2;Manque pied de table triblinder ;;;;;;;;;;
OT334160;en cours d'exécution;Etm2;Pistolet d'eau démonté;;;;;;;;;;
OT334161;en cours d'exécution;Etm2;Manque verin pour la porte du bureau armoire SPX;;;;;;;;;;
OT334162;en cours de validati;FA N°20202321 (SIHEM AUTO);BC261313;PAV00326;7231 TU 138;21/09/2020 12:46;PAV003;Voitures;mec;21/09/2020;21/09/2020;;correctif planifié
OT334163;en cours d'exécution;méc2*;changement vanne;PFP20303;Manifold Dessert;;PFP203;Dessert (stork);;09/10/2020;09/10/2020;;correctif planifié
OT334164;en cours d'exécution;méc1*;changement lame et contre lame;PFC102;ERCA 2 (EF320L série 34407);;PFC1;conditionnement 1;Mec;09/10/2020;09/10/2020;;correctif non planifié
OT334165;en cours d'exécution;energetique;changement filtres;ULUTCO01;COGENIRISATION N° 1;;ULUTCO;COGENERATION;Elec;06/10/2020;06/10/2020;;correctif planifié
OT334166;en cours d'exécution;electrique;changement capteur;ULPRPT0402;COULOIRE N°2 LAIT PASTORISE;;ULPRPT04;STOCKAGE LAIT PASTORISE;;06/10/2020;06/10/2020;;correctif non planifié
OT334167;en cours d'exécution;méc1*;changement piston + joint ;PFC103;ERCA 3 (EF320L série 37212);;PFC1;conditionnement 1;Mec;09/10/2020;09/10/2020;;correctif non planifié
OT334169;en cours d'exécution;electrique;changement tete asie;ULPRPT0401;COULOIRE N°1 LAIT PASTORISE;;ULPRPT04;STOCKAGE LAIT PASTORISE;;08/10/2020;08/10/2020;;correctif non planifié
OT334170;en cours d'exécution;mecanique;changement vanne echantionnage;ULPRPT05;PASTO LAIT N1;;ULPRPT;TRAITEMENT;Mec;07/10/2020;07/10/2020;;correctif planifié
OT334171;en cours d'exécution;mecanique;changement verin;ULPRPF0301;NOVA;;ULPRPF03;NOVA;Mec;09/10/2020;09/10/2020;;correctif non planifié
OT334172;en cours d'exécution;élec1*(débimètre);changement  débimètre ;PFP115;Local Soude Acide;;PFP1;Traitement 1 (Process 1);;09/10/2020;09/10/2020;;correctif planifié
OT334173;en cours d'exécution;prod;changement filtre tunnel;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;10/10/2020;10/10/2020;;correctif planifié
OT334174;en cours d'exécution;élec2*;changement tube LED;PFC200;Divers conditionnement 2;;PFC2;Conditionnement 2;;09/10/2020;09/10/2020;;correctif planifié
OT334175;en cours d'exécution;méc2*;;PFP200;Divers Process 2;;PFP2;Etage (Process 2);;09/10/2020;09/10/2020;;correctif planifié
OT334176;en cours d'exécution;FA N°20200435 (BEN KHALED);BC260997;PAV00603;DIVERS CHARIOT MEC;18/09/2020 08:56;PAV006;Equipements;Mec;18/09/2020;18/09/2020;;correctif planifié
OT334177;en cours d'exécution;FA N°13476 (YOUSSEF JOMAA);BC260783;PAV004012;Chariot n°13;23/09/2020 09:10;PAV004;Chariots Elevateurs;Mec;23/09/2020;23/09/2020;;correctif planifié
OT334178;en cours d'exécution;FA N°13477 (YOUSSEF JOMAA);BC260781;PAV00382;2030 TU 171;23/09/2020 09:24;PAV003;Voitures;mec;23/09/2020;23/09/2020;;correctif planifié
OT334179;en cours d'exécution;FA N°13478 (YOUSSEF JOMAA);BC260782;PAV00393;1059 TU 187;10/10/2020 09:40;PAV003;Voitures;mec;23/09/2020;23/09/2020;;correctif planifié
OT334180;en cours d'exécution;élec1;défaut capteur spot opercule:;;;;;;;;;;
OT334181;en cours d'exécution;méc1;défaut emprinte soudure (fuillard):;;;;;;;;;;
OT334182;en cours d'exécution;méc2;reglage pre-dcoupe côté operateur;PFC201;ERCA dessert 1 (MF14 série 29313);;PFC2;Conditionnement 2;;09/10/2020;09/10/2020;;correctif non planifié
OT334183;en cours d'exécution;élec2;reparation defaut encodeur;PFC202;Lormos 1 (4005);;PFC2;Conditionnement 2;;09/10/2020;09/10/2020;;correctif planifié
OT334184;en cours d'exécution;méc1;mauvaise centrage tapis de sortie :;;;;;;;;;;
OT334187;en cours d'exécution;élec1;déchérrure opercule :;;;;;;;;;;
OT334189;en cours d'exécution;méc1;problème injection pot 5 :;;;;;;;;;;
OT334190;en cours d'exécution;méc1;problème injection pot n° 1 / 2 et 5:;;;;;;;;;;
OT334191;en cours d'exécution;méc1;défaut injection décor pot n°1 / 2 et 5:;;;;;;;;;;
OT334192;en cours d'exécution;méc1;problème injection bondrole :;;;;;;;;;;
OT334193;en cours d'exécution;méc1;bourrage papier décor :;;;;;;;;;;
OT334194;en cours d'exécution;FA N°13475 (YOUSSEF JOMAA);BC260784;PAV004016;Chariot n°15;23/09/2020 10:14;PAV004;Chariots Elevateurs;MEC;23/09/2020;23/09/2020;;correctif planifié
OT334196;en cours d'exécution;MECANIQUE;INTERVENTION SUITE FYIARD FOND SUR PRESS ET MONDRIN ;ULPRPF0201;ELOPAK;;ULPRPF02;LBEN RAIB;Mec;08/10/2020;08/10/2020;;correctif non planifié
OT334197;en cours d'exécution;FA N°20200450 (LA PIECE EURO JAPONAISE);BC261693;PAV00102;HYNUDAI ( 7066 TU 122 );08/09/2020 10:43;pav001;Mini Bus;mec;08/09/2020;08/09/2020;;correctif planifié
OT334199;en cours d'exécution;élec1*;changement 2 lampe UV;PFC107;Serac B (DmxR12T12/540 série M12-OM24);;PFC1;conditionnement 1;Mec;10/10/2020;10/10/2020;;correctif planifié
OT334201;en cours d'exécution;ENERGETIQUE;MODIFICATIOB CONDUITR;ULUTEG0114;groupe trane rtad 180 eg pf;;ULUTEG01;PRODUCTION EAU GLACCE;Mec;07/10/2020;07/10/2020;;correctif planifié
OT334202;en cours d'exécution;ENERGETIQUE;CHANGEMENT CLAPET;ULUTTE010501;osmoseurs eaux n1;;ULUTTE0105;OSMOSEURS EAUX;Mec;07/10/2020;07/10/2020;;correctif planifié
OT334203;en cours d'exécution;MECANIQUE;OUTILLAGE POUR MACHINE;ULPRPS0205;HYDRAUMATE;;ULPRPS02;BOUTEILLE;;05/10/2020;05/10/2020;;correctif planifié
OT334204;en cours d'exécution;ELECTRIQUE;CHANGEMENT SYSTEME DE MESURE;ULPRPF0108;TANK TM 8;;ULPRPF01;SALLE MATTURTION;;29/09/2020;29/09/2020;;correctif non planifié
OT334205;en cours d'exécution;dt/wejdi;chariot mec n°17;PAV004018;Chariot n17;;PAV004;Chariots Elevateurs;MEC;10/10/2020;10/10/2020;;correctif planifié
OT334206;en cours d'exécution;ENERGETIQUE;MISE AU POINT NIVEAU DE GAZ;ULUTEG0113;groupe trane rtad 125 eg pf;;ULUTEG01;PRODUCTION EAU GLACCE;Mec;30/09/2020;30/09/2020;;correctif non planifié
OT334208;en cours d'exécution;DT/WEJDI;TRANSPALETTE ELEC N°9 ;PAV208;TE N° 9;;PAV2;Parc Auto Transpalettes;Mec;10/10/2020;10/10/2020;;correctif planifié
OT334209;en cours d'exécution;ENERGETIQUE;CHANGEMENT SONDE;ULUTEG0115;groupe trane rtad 180 eg UL N°1;;ULUTEG01;PRODUCTION EAU GLACCE;;23/09/2020;23/09/2020;;correctif non planifié
OT334210;en cours d'exécution;ENERGETIQUE;CHANGEMENT JOINTS;ULUTVP0109;CHAUDIERE N°4;;ULUTVP01;PRODUCTION VAPEUR;ENERG;25/09/2020;25/09/2020;;correctif planifié
OT334211;en cours d'exécution;MECANIQUE;Changement roue guide papier;ULPRPH0305;A3/FLEX;;ULPRPH03;UHT C;Mec;09/10/2020;09/10/2020;;correctif planifié
OT334214;en cours d'exécution;Etm1;changement vanne incliné au niveau rechauffeur ERCA2;;;;;;;;;;
OT334215;en cours d'exécution;méc2;nettoyage filtre vide suite defaut chargement carton ligne 2;PFC206;Galdi RG250;;PFC2;Conditionnement 2;;11/10/2020;11/10/2020;;correctif non planifié
OT334216;en cours d'exécution;méc1*;changement courroie;PFC109;Sleever B (10000853-417);;PFC1;conditionnement 1;Mec;11/10/2020;11/10/2020;;correctif non planifié
OT334217;en cours d'exécution;élec2;verification sondes ;;;;;;;;;;
OT334219;en cours d'exécution;élec1;problème capteur niveau bas du bac de lancement :;;;;;;;;;;
OT334220;en cours d'exécution;élec2;reparation mauvais contact alimentation  gerbeur électrique en defaut;PFD002;Divers électrique UPF;;PFD0;Divers;;11/10/2020;11/10/2020;;correctif planifié
OT334221;en cours d'exécution;élec1(M101XVB05);Alarme vanne tank TM 1 vers ERCA2 (M101XVB05):;;;;;;;;;;
OT334227;en cours d'exécution;élec1;défaut communication acide NEP 2 et défaut arrivé acide prés pasto (abscence communication entre local soude acide et armoire SPX);PFP115;Local Soude Acide;;PFP1;Traitement 1 (Process 1);;10/10/2020;10/10/2020;;correctif planifié
OT334229;en cours d'exécution;projet ligne 5;;PFP205;NEP2;;PFP2;Etage (Process 2);;10/10/2020;10/10/2020;;correctif planifié
OT334234;en cours d'exécution;élec1;problème dosage sur doseur n° 8 et 9:;;;;;;;;;;
OT334235;en cours d'exécution;élec1(M151XVB55);défaut vanne pied tanck TM1 (M151XVB55):;;;;;;;;;;
OT334236;en cours d'exécution;élec1;défaut disjoncteur tapis déchét :;;;;;;;;;;
OT334238;en cours d'exécution;élec1(N104XV01+N104XV02);Alarme au niveau vanne envoie ligne 4 (N104XV01) et vanne récirculation ligne 4 (N104XV02):;;;;;;;;;;
OT334240;en cours d'exécution;élec2*;changement contacteur 220 V;PFP1070001;Extracteur;;PFP10700;salle préparation recett;;12/10/2020;12/10/2020;;correctif planifié
OT334241;en cours d'exécution;méc2*;;PFC209;Chambre froide ingrédient usine ;;PFC2;Conditionnement 2;;12/10/2020;12/10/2020;;correctif planifié
OT334242;en cours d'exécution;méc1;défaut dosage n°6 / 9 / 10 / 3 / 4 / et 7:;;;;;;;;;;
OT334243;en cours d'exécution;méc1;défaut décoltage :;;;;;;;;;;
OT334244;en cours d'exécution;méc1;Nettoyage moule :;;;;;;;;;;
OT334245;en cours d'exécution;méc1;température moule trés élevée:;;;;;;;;;;
OT334247;en cours d'exécution;élec1(M151XVB55);alarme au niveau vanne fond cuve TM1 (M151XVB55):;;;;;;;;;;
OT334249;en cours d'exécution;FA N°20202326 (SIHEM AUTO);BC261335;PAV00380;1268 TU 168;22/09/2020 12:23;PAV003;Voitures;mec;22/09/2020;22/09/2020;;correctif planifié
OT334250;en cours d'exécution;FA N°1942 (STE BEN SLAMA);BC261697;PAV00603;DIVERS CHARIOT MEC;30/09/2020 12:29;PAV006;Equipements;Mec;30/09/2020;30/09/2020;;correctif planifié
OT334251;en cours d'exécution;Etm1;fuite solution NEP au niveau pompe retour NEP TM12 àTM15 (M100XME29);;;;;;;;;;
OT334252;clôturé;Eté1;Problème répétatif disjonction alimentation général chauffage machine (disjonction boite infra rouge opercule);;;;;;;;;;
OT334254;en cours d'exécution;FA N°20202286 (STE SIHEM AUTO);BC261299;PAV00379;1266 TU 168;18/09/2020 13:23;PAV003;Voitures;mec;18/09/2020;18/09/2020;;correctif planifié
OT334255;en cours d'exécution;FA N°20202306 (STE SIHEM AUTO);BC261297;PAV00384;2033 TU 171;19/09/2020 13:29;PAV003;Voitures;mec;19/09/2020;19/09/2020;;correctif planifié
OT334257;en cours d'exécution;FA N°NA-20+FVGSAV01060 (PIMA);BC259237;PAV208;TE N° 9;24/08/2020 13:44;PAV2;Parc Auto Transpalettes;Mec;24/08/2020;24/08/2020;;correctif planifié
OT334258;en cours d'exécution;FA N°NA-20+FVGSAV01059 (PIMA);BC259802;PAV004043;Chariot eléctrique n°13;24/08/2020 13:56;PAV004;Chariots Elevateurs;Elec;24/08/2020;24/08/2020;;correctif planifié
OT334259;en cours d'exécution;FA N°NA-20+FVGSAV01061 (PIMA);BC259238;PAV303;GB Nø 4;24/08/2020 14:26;PAV3;Parc Auto Gerbeurs;mec;24/08/2020;24/08/2020;;correctif planifié
OT334261;en cours d'exécution;MECANIQUE;Révision vanne;ULPRPH0101;STEREDIAL;;ULPRPH01;UHT A;Mec;12/10/2020;12/10/2020;;correctif planifié
OT334262;en cours d'exécution;ELECTRIQUE;réparation éclairage au niveau atelier UHT;ULPRPH0608;ECLAIRAGE;;ULPRPH06;DIVERS UHT;Elec;11/10/2020;11/10/2020;;correctif planifié
OT334263;en cours d'exécution;FA N°NA-20+FVGSAV01055 (PIMA);BC260338;PAV304;GB Nø 5;24/08/2020 14:50;PAV3;Parc Auto Gerbeurs;mec;24/08/2020;24/08/2020;;correctif planifié
OT334264;en cours d'exécution;ENERGETIQUE;réparation fuite vapeur;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;02/10/2020;02/10/2020;;correctif planifié
OT334265;en cours d'exécution;ENERGETIQUE;réparation climatisation au niveau atelier STEREDIAL C;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;01/10/2020;01/10/2020;;correctif planifié
OT334268;en cours d'exécution;FA N°NA-20+FVGSAV01223 (PIMA);BC261019;PAV004032;Chariot électrique n°6;11/09/2020 15:31;PAV004;Chariots Elevateurs;MEC;11/09/2020;11/09/2020;;correctif planifié
OT334269;en cours d'exécution;FA N°NA-20+FVGSAV01219 (PIMA);BC261017;PAV309;GB Nø 10;11/09/2020 15:39;PAV3;Parc Auto Gerbeurs;mec;11/09/2020;11/09/2020;;correctif planifié
OT334272;en cours d'exécution;élec2;défaut étiquiteuse (mauvaise fonctionnement dérouleur étiquette + stabilisateur):;;;;;;;;;;
OT334272;en cours d'exécution;élec2;défaut étiquiteuse (mauvaise fonctionnement dérouleur étiquette + stabilisateur):;;;;;;;;;;
OT334273;en cours d'exécution;dt/khalil;reparation train arriere chez tourneur;PAV00603;DIVERS CHARIOT MEC;;PAV006;Equipements;Mec;13/10/2020;13/10/2020;;correctif planifié
OT334274;en cours d'exécution;méc2;fuillard au niveau sommet ligne 1 + problème chargement carton ligne 2:;;;;;;;;;;
OT334275;en cours d'exécution;dt/wajdi;mise a niveau huile;PAV004018;Chariot n17;;PAV004;Chariots Elevateurs;MEC;13/10/2020;13/10/2020;;correctif planifié
OT334276;en cours d'exécution;élec1;défaut éclairage étuve 25°C:;;;;;;;;;;
OT334277;en cours d'exécution;entrettien curatif;changement roue ;PAV00422;6802 TU 204;;PAV003;Voitures;MEC;13/10/2020;13/10/2020;;correctif planifié
OT334278;en cours d'exécution;méc1;problème injection décor :;;;;;;;;;;
OT334279;en cours d'exécution;méc2;brosse droite et coincé:;;;;;;;;;;
OT334281;en cours d'exécution;méc2;chaine coincée:;;;;;;;;;;
OT334282;en cours d'exécution;élec2;défaut d'impression vidéo jet :;;;;;;;;;;
OT334283;en cours d'exécution;élec2;défaut vidéo jet Galdi:;;;;;;;;;;
